input,output
"Hoặc dùng thân , lá cây raudền gai 50 g ,lá húng chah 16 g , vỏ rễ dâu tằm 16 g ,cam thảođất16 g"," Hoặc dùng thân, lá cây rau dền gai 50 g, lá húng chanh 16 g, vỏ rễ dâu tằm 16 g, cam thảo đất 16 g"
"Phần mắt nhiều màu :Với sự kết hợp màu sắc đadạng , phấn mắt có tác dụng tạo hồn chođôi mắt , manglai vẻ quyến rũ và mềm mại cho ánh mắt","Phần mắt nhiều màu: Với sự kết hợp màu sắc đa dạng, phấn mắt có tác dụng tạo hồn cho đôi mắt, mang lại vẻ quyến rũ và mềm mại cho ánh mắt"
Điều đáng nói là ngày nào cũng có bệnh nhân sốt xuất huyếtkèm theo sốctw Tây Ninhnhập viện,Điều đáng nói là ngày nào cũng có bệnh nhân sốt xuất huyết kèm theo sốc từ Tây Ninh nhập viện
Hiện giá Tamyflu đã lên tới gần 1, Hiện giá Tamiflu đã lên tới gần 1
"Nắm đc điểm yếu này của cơ quan chuc năng , các hãng thuốc tha hồ tùy tiệnquảg cáo sảnphẩm dwới mọi hình thức tài trợ , khuyến mãi , tặng thuốc,phát tờ roi trái phép"," Nắm được điểm yếu này của cơ quan chức năng, các hãng thuốc tha hồ tùy tiện quảng cáo sản phẩm dưới mọi hình thức tài trợ, khuyến mãi, tặng thuốc, phát tờ rơi trái phép"
"Chị Phương , tên người vợ , cho biết gia đìngh chị là khách quen của quán này"," Chị Phương, tên người vợ, cho biết gia đình chị là khách quen của quán này"
Tuy việc tự khám khá đơn giản nhưng rất nhiều chị emphụ nữ 0 thực hiệnvà đến khi phát hiện mắc ung thư vú tì đã đến giai đoạn 3 hoặc 4, Tuy việc tự khám khá đơn giản nhưng rất nhiều chị em phụ nữ không thực hiện và đến khi phát hiện mắc ung thư vú thì đã đến giai đoạn 3 hoặc 4
Niêm mạc xoang sẻ bị viêm và mộtthời gian sau xoang hàm có thể bị viêm mạn tính, Niêm mạc xoang sẽ bị viêm và một thời gian sau xoang hàm có thể bị viêm mạn tính
", người nhàBN ",", người nhà BN L"
"Hãy thường xuyên dùng dầugội va dầu sả dưỡngtóc có thành phầng vitamin D , Ehay B5"," Hãy thường xuyên dùng dầu gội và dầu xả dưỡng tóc có thành phần vitamin D, E hay B5"
Khám am h thấy màng trinh phồng lêng do có khối máutích, Khám âm hộ thấy màng trinh phồng lên do có khối máu tích
Đây là nguyên nhan chính gây liệt duong, Đây là nguyên nhân chính gây liệt dương
Mất ngu gây khó đẻ,Mất ngủ gây khó đẻ
"Một hiệu quả màítai ngờ tới đó la xử dụng phấn màu nâu để trangđiểm cho da sẻ mang lại vẻ đẹp mặn mà , mới l"," Một hiệu quả mà ít ai ngờ tới đó là sử dụng phấn màu nâu để trang điểm cho da sẽ mang lại vẻ đẹp mặn mà, mới lạ"
"Ngoài ra, có thể dung thêm cac loại rau thơmkhc , chấm mắm nêm , ă với bánh tráng"," Ngoài ra, có thể dùng thêm các loại rau thơm khác, chấm mắm nêm, ăn với bánh tráng"
- Đùi : Đặt haibàn tay lênđầu goivờ di chuyển chầm chậm lenhướng đùi theo phương chòn,- Đùi: Đặt hai bàn tay lên đầu gối và di chuyển chầm chậm lên hướng đùi theo phương tròn
"Biết quán triệt cơ chế vận hành của nhịp sinh học , con nguoi cóthể tận dụng phản ứng tất yếu của cơ thể cho mục tiêuphòngbệnh haytrị bệnh","Biết quán triệt cơ chế vận hành của nhịp sinh học, con người có thể tận dụng phản ứng tất yếu của cơ thể cho mục tiêu phòng bệnh hay trị bệnh"
"Lúc này nên kieng nước , tránh gió va ủ cho ấm"," Lúc này nên kiêng nước, tránh gió và ủ cho ấm"
4 thành pho được hỗ trợ xâydựng mạng lưới kiểm xoát bệh về mắt,4 thành phố được hỗ trợ xây dựng mạng lưới kiểm soát bệnh về mắt
Cuối cùng bop nhẹ dọc các ngóntay, Cuối cùng bóp nhẹ dọc các ngón tay
"Dođó , việc nghiên cứu đểtìm một văcxin dặc trị còn khó khăn"," Do đó, việc nghiên cứu để tìm một văcxin đặc trị còn khó khăn"
"Hiện cô Hạnhđã thost khỏi tình trạng hôn mê nhưng vẫn còn những bieu hiện của bệnh nhân tâm thầnnhư nói nhảm , tinh thầnrối loạn và sợ tiếp xúc với người lạ","Hiện cô Hạnh đã thoát khỏi tình trạng hôn mê nhưng vẫn còn những biểu hiện của bệnh nhân tâm thần như nói nhảm, tinh thần rối loạn và sợ tiếp xúc với người lạ"
"- Dữ cá tươi : Lay bông gòn nhúng cồn90 độ C nhet vàomang cá , cá se tươi nguyên 2-3 ngày","- Giữ cá tươi: Lấy bông gòn nhúng cồn 90 độ C nhét vào mang cá, cá sẽ tươi nguyên 2-3 ngày"
"Họ thậtsự nghe được tiếng nói khôngkó thật , và thường là chonglại chúng"," Họ thật sự nghe được tiếng nói không có thật, và thường là chống lại chúng"
"Để phat triểnngành nam khoa VN , ong hứa sẻ gyúp đ dàotaocác bác sĩ trẻ , vì Hà Lan dượcxem là chung tâm hàng đầu thế giới về nam khoa"," Để phát triển ngành nam khoa VN, ông hứa sẽ giúp đỡ đào tạo các bác sĩ trẻ, vì Hà Lan được xem là trung tâm hàng đầu thế giới về nam khoa"
Thể xác và linh hồn là hai mức độcủa cùng mộtthực thể, Thể xác và linh hồn là hai mức độ của cùng một thực thể
"Một quầy thuốc di dong ở chợ Lon , TQuy Nhơn","Một quầy thuốc di động ở chợ Lớn, TP Quy Nhơn"
"Bệnh lâi qua duong hô hấp, tiếp xúctrực tiếp , vì vậy c thể gây thanhdịch"," Bệnh lây qua đường hô hấp, tiếp xúc trực tiếp, vì vậy có thể gây thành dịch"
"Saukhi Thái Lan thông báo trườnghợp nghi nhiễm cúm gà từ ngwời xangngườiđầu tiê , thủ tướng Thaksin Shinawatratuyênbốsẻ loại tru căn ệnh chết người này tren tofn quốc vfo cuối tháng 10 năm nay","Sau khi Thái Lan thông báo trường hợp nghi nhiễm cúm gà từ người sang người đầu tiên, thủ tướng Thaksin Shinawatra tuyên bố sẽ loại trừ căn bệnh chết người này trên toàn quốc vào cuối tháng 10 năm nay"
"Béo phì chưa phải là đángsợ , songnhững căn bệnh mà nó gây ra ại rất dáng lo ngại , nhất là tiểu dường vf cao huyếtáp"," Béo phì chưa phải là đáng sợ, song những căn bệnh mà nó gây ra lại rất đáng lo ngại, nhất là tiểu đường và cao huyết áp"
Den naybệnh nhân dã tinh lại, Đến nay bệnh nhân đã tỉnh lại
"Những đứa trẻ có cân nặng lúc sinh dưới 1,8 kr thìkhông thể bú mút đủ mjnh đễ kích thích tạo sữa , cũng như trẻ nhỏ hơn 1,5 kg thi hoàn toàn không thể tự mút vú mẹ được","Những đứa trẻ có cân nặng lúc sinh dưới 1,8 kg thì không thể bú mút đủ mạnh để kích thích tạo sữa, cũng như trẻ nhỏ hơn 1,5 kg thì hoàn toàn không thể tự mút vú mẹ được"
Tỏi tây còn có một sốcông dụng ít được biet đến như làm đẹp da và tẩy những nốt mụn mớisuất hiện,Tỏi tây còn có một số công dụng ít được biết đến như làm đẹp da và tẩy những nốt mụn mới xuất hiện
"Ông Đoàn cho rằng , dùtăng giá thì thuốc nội vẫn cứ rẻ như bèo : ``Một chai dịch truyền sản xuất với điều kiện vô trùng tuyệt đối giáchỉ 6","Ông Đoàn cho rằng, dù tăng giá thì thuốc nội vẫn cứ rẻ như bèo: ""Một chai dịch truyền sản xuất với điều kiện vô trùng tuyệt đối giá chỉ 6"
Ngay khycác bác sỹ Bệnh vyện Bình Dân đang chuẩn bi phẫu thuat cho anh T,Ngay khi các bác sĩ Bệnh viện Bình Dân đang chuẩn bị phẫu thuật cho anh T
"Từ thập niên 40 , các thay thuốc Hoa Kỳ đcông nhận tác dụng chữa loét dạ dài của bắp cai và sau đó được kiễm chứng trên thực nghiệm","Từ thập niên 40, các thầy thuốc Hoa Kỳ đã công nhận tác dụng chữa loét dạ dày của bắp cải và sau đó được kiểm chứng trên thực nghiệm"
Nếu thay khói thuốc bay ra o miệngchứng ỏ cách dùng chưa đúng, Nếu thấy khói thuốc bay ra ở miệng chứng tỏ cách dùng chưa đúng
"Tinh trjng này kéo dài hàng chục năm , kết quả h đâi bàPhương thường xuyên sống trong lo ău"," Tình trạng này kéo dài hàng chục năm, kết quả giờ đây bà Phương thường xuyên sống trong lo âu"
"Ghi chú : ở nhwng phụ ngữ cóHIVdương tính , ty lệ bị ung thưcỗ tu cung cao hơn dân so thườngđến 5 lần","Ghi chú: ở những phụ nữ có HIV dương tính, tỷ lệ bị ung thư cổ tử cung cao hơn dân số thường đến 5 lần"
"Để hong mắcbệnh hói đầu , bạncần đánh bại DHT , một chất hoocmon làm cho tóc bạn không mọc theo đúng quy luật bình thường","Để không mắc bệnh hói đầu, bạn cần đánh bại DHT, một chất hoocmon làm cho tóc bạn không mọc theo đúng quy luật bình thường"
Phần lớn trẻ bị sốt rét cóthể được điều trị nhanh chóngvà hiệu quả bằng thuốc giá rẻ, Phần lớn trẻ bị sốt rét có thể được điều trị nhanh chóng và hiệu quả bằng thuốc giá rẻ
"Một nghiên cứu tại Nhật cho thấy, những bệnh nhan ung thư đanghóa trị nếu dùng thêm Lentinan thì hiệu quả hóă trị sẻ tăng ln , khả nâng sống sót cao hơn v sự tin triển của ung thư sẻ bị kim hãm"," Một nghiên cứu tại Nhật cho thấy, những bệnh nhân ung thư đang hóa trị nếu dùng thêm Lentinan thì hiệu quả hóa trị sẽ tăng lên, khả năng sống sót cao hơn và sự tiến triển của ung thư sẽ bị kìm hãm"
Bắt đầu có ảnh hưởng dến chức năng ho hấp, Bắt đầu có ảnh hưởng đến chức năng hô hấp
"Nghiên cứu cho thấy, vi-rútH5N1 ở nguoi suất hiện năm naytại Nhật Bản","Nghiên cứu cho thấy, vi-rút H5N1 ở người xuất hiện năm nay tại Nhật Bản"
"Đễ lượng vitamin C stbịhao hụt , cần phải trú ý cácdiểm sau :","Để lượng vitamin C ít bị hao hụt, cần phải chú ý các điểm sau:"
"Theo sách Thảo dược Quảng Đông ,cây có tác dụng chữarắncắn"," Theo sách Thảo dược Quảng Đông, cây có tác dụng chữa rắn cắn"
"Chất bẩn và vi khuẩn trên tay sẽ bít ín lỗ chân lông , kết quả là mụn ngày càng xuất hiện nhiều"," Chất bẩn và vi khuẩn trên tay sẽ bít kín lỗ chân lông, kết quả là mụn ngày càng xuất hiện nhiều"
"Mot songười sướngnhất ở sương cụt , người khấc lại run rẩi ỡ điểm G"," Một số người sướng nhất ở xương cụt, người khác lại run rẩy ở điểm G"
Càng ngồi nhiều thì bjn càng dễ tăng cân, Càng ngồi nhiều thì bạn càng dễ tăng cân
Rót ba thứ trên vao mt cốc nhỏ và đặt cốcvào một chiếc bát đựng nước nóng, Rót ba thứ trên vào một cốc nhỏ và đặt cốc vào một chiếc bát đựng nước nóng
Làm như vy để chứng của người nữ sẻkhong được phóng ra, Làm như vậy để trứng của người nữ sẽ không được phóng ra
"Theo giáo xư David Khayat : Ung thư là hiện twợng một trong hang trieu tỉ tế bào tự len lỏi và phân chia, nhân lên ngoài ý muốn theo cấp sốnhân với tốc độ nhanh đến hk nờ","Theo giáo sư David Khayat: Ung thư là hiện tượng một trong hàng triệu tỉ tế bào tự len lỏi và phân chia, nhân lên ngoài ý muốn theo cấp số nhân với tốc độ nhanh đến không ngờ"
"Theo lời kể củă bệnh nhi , cháu là con útmột gia đình c bốn ngườicon"," Theo lời kể của bệnh nhi, cháu là con út một gia đình có bốn người con"
Chỉ cần cho bệnh nhân ung thư uốn hoặc tiêm artemisinin hay dẫn chất của n, Chỉ cần cho bệnh nhân ung thư uống hoặc tiêm artemisinin hay dẫn chất của nó
"Họ cũng thu thập thông tin về tiền sử sinh nở , các biện pháp ngừa thai và tiền sử hút thuốc lá"," Họ cũng thu thập thông tin về tiền sử sinh nở, các biện pháp ngừa thai và tiền sử hút thuốc lá"
"Tuy nhiên nhờ sự tậpluyenkiên trì và biết điều hòa tam ly v lối sống , nên nhiều cụ ong , cụ bà vẫn giữ được những hojtdộng binh thườn , đặc bệt là lĩnh vuc tình dục !"," Tuy nhiên nhờ sự tập luyện kiên trì và biết điều hòa tâm lý và lối sống, nên nhiều cụ ông, cụ bà vẫn giữ được những hoạt động bình thường, đặc biệt là lĩnh vực tình dục!"
"Điều này cũng có nghxa là HDV chỉ lây lan với những ai chưa có kháng thể kháng viêmgan vi rút B , những người có khảnăng miễn nhiễm hay đã chích ngừa viêm gan  sẽhong bị nhiễm viêmgan siêu vi Dnữa"," Điều này cũng có nghĩa là HDV chỉ lây lan với những ai chưa có kháng thể kháng viêm gan vi rút B, những người có khả năng miễn nhiễm hay đã chích ngừa viêm gan B sẽ không bị nhiễm viêm gan siêu vi D nữa"
